Year,State,Category,Label (Grouping),Value
2022,Idaho,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2022,Idaho,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2022,Idaho,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Idaho,Nonfamily households!!Estimate,Total,"226,078"
2022,Idaho,Nonfamily households!!Estimate,"    Less than $10,000",8.0%
2022,Idaho,Nonfamily households!!Estimate,"    $10,000 to $14,999",7.6%
2022,Idaho,Nonfamily households!!Estimate,"    $15,000 to $24,999",13.1%
2022,Idaho,Nonfamily households!!Estimate,"    $25,000 to $34,999",13.4%
2022,Idaho,Nonfamily households!!Estimate,"    $35,000 to $49,999",15.8%
2022,Idaho,Nonfamily households!!Estimate,"    $50,000 to $74,999",19.5%
2022,Idaho,Nonfamily households!!Estimate,"    $75,000 to $99,999",9.1%
2022,Idaho,Nonfamily households!!Estimate,"    $100,000 to $149,999",8.5%
2022,Idaho,Nonfamily households!!Estimate,"    $150,000 to $199,999",2.6%
2022,Idaho,Nonfamily households!!Estimate,"    $200,000 or more",2.4%
2022,Idaho,Nonfamily households!!Estimate,Median income (dollars),"42,145"
2022,Idaho,Nonfamily households!!Estimate,Mean income (dollars),"57,863"
2022,Idaho,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2022,Idaho,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2022,Idaho,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2022,Idaho,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,32.3%
2022,Illinois,Households!!Estimate,Total,"5,056,360"
2022,Illinois,Households!!Estimate,"    Less than $10,000",5.9%
2022,Illinois,Households!!Estimate,"    $10,000 to $14,999",3.5%
2022,Illinois,Households!!Estimate,"    $15,000 to $24,999",6.5%
2022,Illinois,Households!!Estimate,"    $25,000 to $34,999",7.1%
2022,Illinois,Households!!Estimate,"    $35,000 to $49,999",10.1%
2022,Illinois,Households!!Estimate,"    $50,000 to $74,999",15.9%
2022,Illinois,Households!!Estimate,"    $75,000 to $99,999",12.9%
2022,Illinois,Households!!Estimate,"    $100,000 to $149,999",17.6%
2022,Illinois,Households!!Estimate,"    $150,000 to $199,999",9.0%
2022,Illinois,Households!!Estimate,"    $200,000 or more",11.6%
2022,Illinois,Households!!Estimate,Median income (dollars),"76,708"
2022,Illinois,Households!!Estimate,Mean income (dollars),"106,728"
2022,Illinois,Households!!Estimate,PERCENT ALLOCATED,
2022,Illinois,Households!!Estimate,    Household income in the past 12 months,38.5%
2022,Illinois,Households!!Estimate,    Family income in the past 12 months,(X)
2022,Illinois,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Illinois,Families!!Estimate,Total,"3,137,923"
2022,Illinois,Families!!Estimate,"    Less than $10,000",3.4%
2022,Illinois,Families!!Estimate,"    $10,000 to $14,999",1.7%
2022,Illinois,Families!!Estimate,"    $15,000 to $24,999",4.0%
2022,Illinois,Families!!Estimate,"    $25,000 to $34,999",5.2%
2022,Illinois,Families!!Estimate,"    $35,000 to $49,999",8.3%
2022,Illinois,Families!!Estimate,"    $50,000 to $74,999",15.1%
2022,Illinois,Families!!Estimate,"    $75,000 to $99,999",13.8%
2022,Illinois,Families!!Estimate,"    $100,000 to $149,999",20.8%
2022,Illinois,Families!!Estimate,"    $150,000 to $199,999",11.9%
2022,Illinois,Families!!Estimate,"    $200,000 or more",15.9%
2022,Illinois,Families!!Estimate,Median income (dollars),"96,948"
2022,Illinois,Families!!Estimate,Mean income (dollars),"129,493"
2022,Illinois,Families!!Estimate,PERCENT ALLOCATED,
2022,Illinois,Families!!Estimate,    Household income in the past 12 months,(X)
2022,Illinois,Families!!Estimate,    Family income in the past 12 months,40.9%
2022,Illinois,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Illinois,Married-couple families!!Estimate,Total,"2,282,497"
2022,Illinois,Married-couple families!!Estimate,"    Less than $10,000",1.3%
2022,Illinois,Married-couple families!!Estimate,"    $10,000 to $14,999",0.7%
2022,Illinois,Married-couple families!!Estimate,"    $15,000 to $24,999",2.1%
2022,Illinois,Married-couple families!!Estimate,"    $25,000 to $34,999",3.4%
2022,Illinois,Married-couple families!!Estimate,"    $35,000 to $49,999",6.4%
2022,Illinois,Married-couple families!!Estimate,"    $50,000 to $74,999",13.5%
2022,Illinois,Married-couple families!!Estimate,"    $75,000 to $99,999",13.8%
2022,Illinois,Married-couple families!!Estimate,"    $100,000 to $149,999",23.7%
2022,Illinois,Married-couple families!!Estimate,"    $150,000 to $199,999",14.6%
2022,Illinois,Married-couple families!!Estimate,"    $200,000 or more",20.5%
2022,Illinois,Married-couple families!!Estimate,Median income (dollars),"116,450"
2022,Illinois,Married-couple families!!Estimate,Mean income (dollars),"151,829"
2022,Illinois,Married-couple families!!Estimate,PERCENT ALLOCATED,
2022,Illinois,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2022,Illinois,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2022,Illinois,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Illinois,Nonfamily households!!Estimate,Total,"1,918,437"
2022,Illinois,Nonfamily households!!Estimate,"    Less than $10,000",10.4%
2022,Illinois,Nonfamily households!!Estimate,"    $10,000 to $14,999",6.8%
2022,Illinois,Nonfamily households!!Estimate,"    $15,000 to $24,999",11.2%
2022,Illinois,Nonfamily households!!Estimate,"    $25,000 to $34,999",10.6%
2022,Illinois,Nonfamily households!!Estimate,"    $35,000 to $49,999",13.6%
2022,Illinois,Nonfamily households!!Estimate,"    $50,000 to $74,999",17.5%
2022,Illinois,Nonfamily households!!Estimate,"    $75,000 to $99,999",11.0%
2022,Illinois,Nonfamily households!!Estimate,"    $100,000 to $149,999",11.4%
2022,Illinois,Nonfamily households!!Estimate,"    $150,000 to $199,999",3.7%
2022,Illinois,Nonfamily households!!Estimate,"    $200,000 or more",3.8%
2022,Illinois,Nonfamily households!!Estimate,Median income (dollars),"46,533"
2022,Illinois,Nonfamily households!!Estimate,Mean income (dollars),"65,371"
2022,Illinois,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2022,Illinois,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2022,Illinois,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2022,Illinois,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,33.3%
2022,Indiana,Households!!Estimate,Total,"2,726,489"
2022,Indiana,Households!!Estimate,"    Less than $10,000",5.6%
2022,Indiana,Households!!Estimate,"    $10,000 to $14,999",3.8%
2022,Indiana,Households!!Estimate,"    $15,000 to $24,999",7.1%
2022,Indiana,Households!!Estimate,"    $25,000 to $34,999",8.2%
2022,Indiana,Households!!Estimate,"    $35,000 to $49,999",12.6%
2022,Indiana,Households!!Estimate,"    $50,000 to $74,999",18.0%
2022,Indiana,Households!!Estimate,"    $75,000 to $99,999",14.1%
2022,Indiana,Households!!Estimate,"    $100,000 to $149,999",16.6%
2022,Indiana,Households!!Estimate,"    $150,000 to $199,999",7.3%
2022,Indiana,Households!!Estimate,"    $200,000 or more",6.8%
2022,Indiana,Households!!Estimate,Median income (dollars),"66,785"
2022,Indiana,Households!!Estimate,Mean income (dollars),"88,805"
2022,Indiana,Households!!Estimate,PERCENT ALLOCATED,
2022,Indiana,Households!!Estimate,    Household income in the past 12 months,35.5%
2022,Indiana,Households!!Estimate,    Family income in the past 12 months,(X)
2022,Indiana,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Indiana,Families!!Estimate,Total,"1,740,106"
2022,Indiana,Families!!Estimate,"    Less than $10,000",3.5%
2022,Indiana,Families!!Estimate,"    $10,000 to $14,999",2.0%
2022,Indiana,Families!!Estimate,"    $15,000 to $24,999",4.0%
2022,Indiana,Families!!Estimate,"    $25,000 to $34,999",5.6%
2022,Indiana,Families!!Estimate,"    $35,000 to $49,999",10.5%
2022,Indiana,Families!!Estimate,"    $50,000 to $74,999",18.1%
2022,Indiana,Families!!Estimate,"    $75,000 to $99,999",16.1%
2022,Indiana,Families!!Estimate,"    $100,000 to $149,999",20.9%
2022,Indiana,Families!!Estimate,"    $150,000 to $199,999",9.9%
2022,Indiana,Families!!Estimate,"    $200,000 or more",9.5%
2022,Indiana,Families!!Estimate,Median income (dollars),"84,508"
2022,Indiana,Families!!Estimate,Mean income (dollars),"106,944"
2022,Indiana,Families!!Estimate,PERCENT ALLOCATED,
2022,Indiana,Families!!Estimate,    Household income in the past 12 months,(X)
2022,Indiana,Families!!Estimate,    Family income in the past 12 months,36.7%
2022,Indiana,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Indiana,Married-couple families!!Estimate,Total,"1,307,913"
2022,Indiana,Married-couple families!!Estimate,"    Less than $10,000",1.1%
2022,Indiana,Married-couple families!!Estimate,"    $10,000 to $14,999",1.0%
2022,Indiana,Married-couple families!!Estimate,"    $15,000 to $24,999",2.1%
2022,Indiana,Married-couple families!!Estimate,"    $25,000 to $34,999",3.8%
2022,Indiana,Married-couple families!!Estimate,"    $35,000 to $49,999",8.5%
2022,Indiana,Married-couple families!!Estimate,"    $50,000 to $74,999",17.2%
2022,Indiana,Married-couple families!!Estimate,"    $75,000 to $99,999",17.5%
2022,Indiana,Married-couple families!!Estimate,"    $100,000 to $149,999",24.7%
2022,Indiana,Married-couple families!!Estimate,"    $150,000 to $199,999",12.1%
2022,Indiana,Married-couple families!!Estimate,"    $200,000 or more",11.9%
2022,Indiana,Married-couple families!!Estimate,Median income (dollars),"97,914"
2022,Indiana,Married-couple families!!Estimate,Mean income (dollars),"122,445"
2022,Indiana,Married-couple families!!Estimate,PERCENT ALLOCATED,
2022,Indiana,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2022,Indiana,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2022,Indiana,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Indiana,Nonfamily households!!Estimate,Total,"986,383"
2022,Indiana,Nonfamily households!!Estimate,"    Less than $10,000",10.1%
2022,Indiana,Nonfamily households!!Estimate,"    $10,000 to $14,999",7.5%
2022,Indiana,Nonfamily households!!Estimate,"    $15,000 to $24,999",13.3%
2022,Indiana,Nonfamily households!!Estimate,"    $25,000 to $34,999",13.4%
2022,Indiana,Nonfamily households!!Estimate,"    $35,000 to $49,999",16.7%
2022,Indiana,Nonfamily households!!Estimate,"    $50,000 to $74,999",17.9%
2022,Indiana,Nonfamily households!!Estimate,"    $75,000 to $99,999",9.6%
2022,Indiana,Nonfamily households!!Estimate,"    $100,000 to $149,999",7.7%
2022,Indiana,Nonfamily households!!Estimate,"    $150,000 to $199,999",2.2%
2022,Indiana,Nonfamily households!!Estimate,"    $200,000 or more",1.7%
2022,Indiana,Nonfamily households!!Estimate,Median income (dollars),"39,768"
2022,Indiana,Nonfamily households!!Estimate,Mean income (dollars),"53,033"
2022,Indiana,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2022,Indiana,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2022,Indiana,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2022,Indiana,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,32.2%
2022,Iowa,Households!!Estimate,Total,"1,330,995"
2022,Iowa,Households!!Estimate,"    Less than $10,000",4.3%
2022,Iowa,Households!!Estimate,"    $10,000 to $14,999",3.6%
2022,Iowa,Households!!Estimate,"    $15,000 to $24,999",7.5%
2022,Iowa,Households!!Estimate,"    $25,000 to $34,999",7.4%
2022,Iowa,Households!!Estimate,"    $35,000 to $49,999",12.2%
2022,Iowa,Households!!Estimate,"    $50,000 to $74,999",18.4%
2022,Iowa,Households!!Estimate,"    $75,000 to $99,999",14.2%
2022,Iowa,Households!!Estimate,"    $100,000 to $149,999",17.3%
2022,Iowa,Households!!Estimate,"    $150,000 to $199,999",7.8%
2022,Iowa,Households!!Estimate,"    $200,000 or more",7.3%
2022,Iowa,Households!!Estimate,Median income (dollars),"69,588"
2022,Iowa,Households!!Estimate,Mean income (dollars),"92,695"
2022,Iowa,Households!!Estimate,PERCENT ALLOCATED,
2022,Iowa,Households!!Estimate,    Household income in the past 12 months,33.4%
2022,Iowa,Households!!Estimate,    Family income in the past 12 months,(X)
2022,Iowa,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Iowa,Families!!Estimate,Total,"821,960"
2022,Iowa,Families!!Estimate,"    Less than $10,000",2.5%
2022,Iowa,Families!!Estimate,"    $10,000 to $14,999",1.6%
2022,Iowa,Families!!Estimate,"    $15,000 to $24,999",3.7%
2022,Iowa,Families!!Estimate,"    $25,000 to $34,999",4.8%
2022,Iowa,Families!!Estimate,"    $35,000 to $49,999",9.6%
2022,Iowa,Families!!Estimate,"    $50,000 to $74,999",17.0%
2022,Iowa,Families!!Estimate,"    $75,000 to $99,999",16.5%
2022,Iowa,Families!!Estimate,"    $100,000 to $149,999",22.9%
2022,Iowa,Families!!Estimate,"    $150,000 to $199,999",11.0%
2022,Iowa,Families!!Estimate,"    $200,000 or more",10.4%
2022,Iowa,Families!!Estimate,Median income (dollars),"90,851"
2022,Iowa,Families!!Estimate,Mean income (dollars),"114,205"
2022,Iowa,Families!!Estimate,PERCENT ALLOCATED,
2022,Iowa,Families!!Estimate,    Household income in the past 12 months,(X)
2022,Iowa,Families!!Estimate,    Family income in the past 12 months,33.8%
2022,Iowa,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Iowa,Married-couple families!!Estimate,Total,"646,759"
2022,Iowa,Married-couple families!!Estimate,"    Less than $10,000",0.9%
2022,Iowa,Married-couple families!!Estimate,"    $10,000 to $14,999",0.6%
2022,Iowa,Married-couple families!!Estimate,"    $15,000 to $24,999",2.2%
2022,Iowa,Married-couple families!!Estimate,"    $25,000 to $34,999",3.2%
2022,Iowa,Married-couple families!!Estimate,"    $35,000 to $49,999",7.3%
2022,Iowa,Married-couple families!!Estimate,"    $50,000 to $74,999",15.7%
2022,Iowa,Married-couple families!!Estimate,"    $75,000 to $99,999",17.5%
2022,Iowa,Married-couple families!!Estimate,"    $100,000 to $149,999",26.5%
2022,Iowa,Married-couple families!!Estimate,"    $150,000 to $199,999",13.3%
2022,Iowa,Married-couple families!!Estimate,"    $200,000 or more",12.6%
2022,Iowa,Married-couple families!!Estimate,Median income (dollars),"103,754"
2022,Iowa,Married-couple families!!Estimate,Mean income (dollars),"128,072"
2022,Iowa,Married-couple families!!Estimate,PERCENT ALLOCATED,
2022,Iowa,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2022,Iowa,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2022,Iowa,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Iowa,Nonfamily households!!Estimate,Total,"509,035"
2022,Iowa,Nonfamily households!!Estimate,"    Less than $10,000",8.1%
2022,Iowa,Nonfamily households!!Estimate,"    $10,000 to $14,999",7.2%
2022,Iowa,Nonfamily households!!Estimate,"    $15,000 to $24,999",14.2%
2022,Iowa,Nonfamily households!!Estimate,"    $25,000 to $34,999",12.2%
2022,Iowa,Nonfamily households!!Estimate,"    $35,000 to $49,999",17.3%
2022,Iowa,Nonfamily households!!Estimate,"    $50,000 to $74,999",20.0%
2022,Iowa,Nonfamily households!!Estimate,"    $75,000 to $99,999",10.1%
2022,Iowa,Nonfamily households!!Estimate,"    $100,000 to $149,999",6.9%
2022,Iowa,Nonfamily households!!Estimate,"    $150,000 to $199,999",1.9%
2022,Iowa,Nonfamily households!!Estimate,"    $200,000 or more",2.0%
2022,Iowa,Nonfamily households!!Estimate,Median income (dollars),"41,504"
2022,Iowa,Nonfamily households!!Estimate,Mean income (dollars),"54,531"
2022,Iowa,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2022,Iowa,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2022,Iowa,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2022,Iowa,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,31.5%
2022,Kansas,Households!!Estimate,Total,"1,175,294"
2022,Kansas,Households!!Estimate,"    Less than $10,000",5.3%
2022,Kansas,Households!!Estimate,"    $10,000 to $14,999",3.6%
2022,Kansas,Households!!Estimate,"    $15,000 to $24,999",7.5%
2022,Kansas,Households!!Estimate,"    $25,000 to $34,999",8.1%
2022,Kansas,Households!!Estimate,"    $35,000 to $49,999",11.7%
2022,Kansas,Households!!Estimate,"    $50,000 to $74,999",17.8%
2022,Kansas,Households!!Estimate,"    $75,000 to $99,999",13.5%
2022,Kansas,Households!!Estimate,"    $100,000 to $149,999",16.9%
2022,Kansas,Households!!Estimate,"    $150,000 to $199,999",7.6%
2022,Kansas,Households!!Estimate,"    $200,000 or more",8.1%
2022,Kansas,Households!!Estimate,Median income (dollars),"68,925"
2022,Kansas,Households!!Estimate,Mean income (dollars),"93,221"
2022,Kansas,Households!!Estimate,PERCENT ALLOCATED,
2022,Kansas,Households!!Estimate,    Household income in the past 12 months,35.9%
2022,Kansas,Households!!Estimate,    Family income in the past 12 months,(X)
2022,Kansas,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Kansas,Families!!Estimate,Total,"740,407"
2022,Kansas,Families!!Estimate,"    Less than $10,000",2.8%
2022,Kansas,Families!!Estimate,"    $10,000 to $14,999",1.6%
2022,Kansas,Families!!Estimate,"    $15,000 to $24,999",3.8%
2022,Kansas,Families!!Estimate,"    $25,000 to $34,999",5.3%
2022,Kansas,Families!!Estimate,"    $35,000 to $49,999",9.4%
2022,Kansas,Families!!Estimate,"    $50,000 to $74,999",17.5%
2022,Kansas,Families!!Estimate,"    $75,000 to $99,999",15.8%
2022,Kansas,Families!!Estimate,"    $100,000 to $149,999",22.2%
2022,Kansas,Families!!Estimate,"    $150,000 to $199,999",10.3%
2022,Kansas,Families!!Estimate,"    $200,000 or more",11.2%
2022,Kansas,Families!!Estimate,Median income (dollars),"89,712"
2022,Kansas,Families!!Estimate,Mean income (dollars),"113,962"
2022,Kansas,Families!!Estimate,PERCENT ALLOCATED,
2022,Kansas,Families!!Estimate,    Household income in the past 12 months,(X)
2022,Kansas,Families!!Estimate,    Family income in the past 12 months,37.2%
2022,Kansas,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Kansas,Married-couple families!!Estimate,Total,"574,286"
2022,Kansas,Married-couple families!!Estimate,"    Less than $10,000",1.4%
2022,Kansas,Married-couple families!!Estimate,"    $10,000 to $14,999",0.8%
2022,Kansas,Married-couple families!!Estimate,"    $15,000 to $24,999",2.0%
2022,Kansas,Married-couple families!!Estimate,"    $25,000 to $34,999",3.3%
2022,Kansas,Married-couple families!!Estimate,"    $35,000 to $49,999",7.6%
2022,Kansas,Married-couple families!!Estimate,"    $50,000 to $74,999",16.6%
2022,Kansas,Married-couple families!!Estimate,"    $75,000 to $99,999",16.7%
2022,Kansas,Married-couple families!!Estimate,"    $100,000 to $149,999",25.3%
2022,Kansas,Married-couple families!!Estimate,"    $150,000 to $199,999",12.5%
2022,Kansas,Married-couple families!!Estimate,"    $200,000 or more",13.7%
2022,Kansas,Married-couple families!!Estimate,Median income (dollars),"102,123"
2022,Kansas,Married-couple families!!Estimate,Mean income (dollars),"128,205"
2022,Kansas,Married-couple families!!Estimate,PERCENT ALLOCATED,
2022,Kansas,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2022,Kansas,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2022,Kansas,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Kansas,Nonfamily households!!Estimate,Total,"434,887"
2022,Kansas,Nonfamily households!!Estimate,"    Less than $10,000",10.3%
2022,Kansas,Nonfamily households!!Estimate,"    $10,000 to $14,999",7.2%
2022,Kansas,Nonfamily households!!Estimate,"    $15,000 to $24,999",14.1%
2022,Kansas,Nonfamily households!!Estimate,"    $25,000 to $34,999",13.5%
2022,Kansas,Nonfamily households!!Estimate,"    $35,000 to $49,999",16.0%
2022,Kansas,Nonfamily households!!Estimate,"    $50,000 to $74,999",18.6%
2022,Kansas,Nonfamily households!!Estimate,"    $75,000 to $99,999",8.7%
2022,Kansas,Nonfamily households!!Estimate,"    $100,000 to $149,999",6.9%
2022,Kansas,Nonfamily households!!Estimate,"    $150,000 to $199,999",2.4%
2022,Kansas,Nonfamily households!!Estimate,"    $200,000 or more",2.2%
2022,Kansas,Nonfamily households!!Estimate,Median income (dollars),"39,735"
2022,Kansas,Nonfamily households!!Estimate,Mean income (dollars),"54,058"
2022,Kansas,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2022,Kansas,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2022,Kansas,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2022,Kansas,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,32.3%
2022,Kentucky,Households!!Estimate,Total,"1,828,680"
2022,Kentucky,Households!!Estimate,"    Less than $10,000",6.8%
2022,Kentucky,Households!!Estimate,"    $10,000 to $14,999",5.8%
2022,Kentucky,Households!!Estimate,"    $15,000 to $24,999",8.9%
2022,Kentucky,Households!!Estimate,"    $25,000 to $34,999",8.9%
2022,Kentucky,Households!!Estimate,"    $35,000 to $49,999",12.4%
2022,Kentucky,Households!!Estimate,"    $50,000 to $74,999",17.5%
2022,Kentucky,Households!!Estimate,"    $75,000 to $99,999",12.6%
2022,Kentucky,Households!!Estimate,"    $100,000 to $149,999",14.9%
2022,Kentucky,Households!!Estimate,"    $150,000 to $199,999",6.2%
2022,Kentucky,Households!!Estimate,"    $200,000 or more",6.0%
2022,Kentucky,Households!!Estimate,Median income (dollars),"59,341"
2022,Kentucky,Households!!Estimate,Mean income (dollars),"82,614"
2022,Kentucky,Households!!Estimate,PERCENT ALLOCATED,
2022,Kentucky,Households!!Estimate,    Household income in the past 12 months,34.6%
2022,Kentucky,Households!!Estimate,    Family income in the past 12 months,(X)
2022,Kentucky,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Kentucky,Families!!Estimate,Total,"1,172,125"
2022,Kentucky,Families!!Estimate,"    Less than $10,000",4.3%
2022,Kentucky,Families!!Estimate,"    $10,000 to $14,999",2.8%
2022,Kentucky,Families!!Estimate,"    $15,000 to $24,999",5.9%
2022,Kentucky,Families!!Estimate,"    $25,000 to $34,999",7.4%
2022,Kentucky,Families!!Estimate,"    $35,000 to $49,999",11.1%
2022,Kentucky,Families!!Estimate,"    $50,000 to $74,999",17.7%
2022,Kentucky,Families!!Estimate,"    $75,000 to $99,999",14.7%
2022,Kentucky,Families!!Estimate,"    $100,000 to $149,999",19.5%
2022,Kentucky,Families!!Estimate,"    $150,000 to $199,999",8.4%
2022,Kentucky,Families!!Estimate,"    $200,000 or more",8.2%
2022,Kentucky,Families!!Estimate,Median income (dollars),"76,119"
2022,Kentucky,Families!!Estimate,Mean income (dollars),"99,631"
2022,Kentucky,Families!!Estimate,PERCENT ALLOCATED,
2022,Kentucky,Families!!Estimate,    Household income in the past 12 months,(X)
2022,Kentucky,Families!!Estimate,    Family income in the past 12 months,36.1%
2022,Kentucky,Families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Kentucky,Married-couple families!!Estimate,Total,"860,710"
2022,Kentucky,Married-couple families!!Estimate,"    Less than $10,000",1.9%
2022,Kentucky,Married-couple families!!Estimate,"    $10,000 to $14,999",1.4%
2022,Kentucky,Married-couple families!!Estimate,"    $15,000 to $24,999",3.7%
2022,Kentucky,Married-couple families!!Estimate,"    $25,000 to $34,999",5.8%
2022,Kentucky,Married-couple families!!Estimate,"    $35,000 to $49,999",9.0%
2022,Kentucky,Married-couple families!!Estimate,"    $50,000 to $74,999",17.2%
2022,Kentucky,Married-couple families!!Estimate,"    $75,000 to $99,999",16.5%
2022,Kentucky,Married-couple families!!Estimate,"    $100,000 to $149,999",23.4%
2022,Kentucky,Married-couple families!!Estimate,"    $150,000 to $199,999",10.6%
2022,Kentucky,Married-couple families!!Estimate,"    $200,000 or more",10.5%
2022,Kentucky,Married-couple families!!Estimate,Median income (dollars),"91,212"
2022,Kentucky,Married-couple families!!Estimate,Mean income (dollars),"115,427"
2022,Kentucky,Married-couple families!!Estimate,PERCENT ALLOCATED,
2022,Kentucky,Married-couple families!!Estimate,    Household income in the past 12 months,(X)
2022,Kentucky,Married-couple families!!Estimate,    Family income in the past 12 months,(X)
2022,Kentucky,Married-couple families!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Kentucky,Nonfamily households!!Estimate,Total,"656,555"
2022,Kentucky,Nonfamily households!!Estimate,"    Less than $10,000",12.3%
2022,Kentucky,Nonfamily households!!Estimate,"    $10,000 to $14,999",11.4%
2022,Kentucky,Nonfamily households!!Estimate,"    $15,000 to $24,999",15.0%
2022,Kentucky,Nonfamily households!!Estimate,"    $25,000 to $34,999",12.3%
2022,Kentucky,Nonfamily households!!Estimate,"    $35,000 to $49,999",15.5%
2022,Kentucky,Nonfamily households!!Estimate,"    $50,000 to $74,999",16.5%
2022,Kentucky,Nonfamily households!!Estimate,"    $75,000 to $99,999",7.9%
2022,Kentucky,Nonfamily households!!Estimate,"    $100,000 to $149,999",5.8%
2022,Kentucky,Nonfamily households!!Estimate,"    $150,000 to $199,999",1.6%
2022,Kentucky,Nonfamily households!!Estimate,"    $200,000 or more",1.7%
2022,Kentucky,Nonfamily households!!Estimate,Median income (dollars),"33,993"
2022,Kentucky,Nonfamily households!!Estimate,Mean income (dollars),"48,151"
2022,Kentucky,Nonfamily households!!Estimate,PERCENT ALLOCATED,
2022,Kentucky,Nonfamily households!!Estimate,    Household income in the past 12 months,(X)
2022,Kentucky,Nonfamily households!!Estimate,    Family income in the past 12 months,(X)
2022,Kentucky,Nonfamily households!!Estimate,    Nonfamily income in the past 12 months,30.6%
2022,Louisiana,Households!!Estimate,Total,"1,816,902"
2022,Louisiana,Households!!Estimate,"    Less than $10,000",7.9%
2022,Louisiana,Households!!Estimate,"    $10,000 to $14,999",6.0%
2022,Louisiana,Households!!Estimate,"    $15,000 to $24,999",10.2%
2022,Louisiana,Households!!Estimate,"    $25,000 to $34,999",9.4%
2022,Louisiana,Households!!Estimate,"    $35,000 to $49,999",12.0%
2022,Louisiana,Households!!Estimate,"    $50,000 to $74,999",16.4%
2022,Louisiana,Households!!Estimate,"    $75,000 to $99,999",11.5%
2022,Louisiana,Households!!Estimate,"    $100,000 to $149,999",14.2%
2022,Louisiana,Households!!Estimate,"    $150,000 to $199,999",6.2%
2022,Louisiana,Households!!Estimate,"    $200,000 or more",6.2%
2022,Louisiana,Households!!Estimate,Median income (dollars),"55,416"
2022,Louisiana,Households!!Estimate,Mean income (dollars),"79,175"
2022,Louisiana,Households!!Estimate,PERCENT ALLOCATED,
2022,Louisiana,Households!!Estimate,    Household income in the past 12 months,39.9%
2022,Louisiana,Households!!Estimate,    Family income in the past 12 months,(X)
2022,Louisiana,Households!!Estimate,    Nonfamily income in the past 12 months,(X)
2022,Louisiana,Families!!Estimate,Total,"1,131,137"
2022,Louisiana,Families!!Estimate,"    Less than $10,000",5.0%
2022,Louisiana,Families!!Estimate,"    $10,000 to $14,999",2.9%
2022,Louisiana,Families!!Estimate,"    $15,000 to $24,999",7.7%
2022,Louisiana,Families!!Estimate,"    $25,000 to $34,999",8.0%
2022,Louisiana,Families!!Estimate,"    $35,000 to $49,999",10.8%
2022,Louisiana,Families!!Estimate,"    $50,000 to $74,999",16.9%
2022,Louisiana,Families!!Estimate,"    $75,000 to $99,999",13.4%
2022,Louisiana,Families!!Estimate,"    $100,000 to $149,999",18.2%
2022,Louisiana,Families!!Estimate,"    $150,000 to $199,999",8.3%
2022,Louisiana,Families!!Estimate,"    $200,000 or more",8.7%
2022,Louisiana,Families!!Estimate,Median income (dollars),"72,866"
